STATECODE,Classification,Description,HDv1
AZ,COM_ROOFSYS,Metal concealed fasteners,422.306964
AZ,COM_ROOFSYS,Metal exposed fasteners,501.75583
AZ,COM_ROOFSYS,Metal unknown fasteners,429.895737
AZ,COM_ROOFSYS,Wood shakes,475.116658
AZ,COM_ROOFSYS,Concrete roof,431.404972
AZ,COM_ROOFSYS,Hail class 1,417.240825
AZ,COM_ROOFSYS,Hail class 2,463.509476
AZ,COM_ROOFSYS,Hail class 3,423.352
AZ,COM_ROOFSYS,Hail class 4,441.511321
AZ,COM_ROOFSYS,Rubber roof,454.197501
AZ,COM_ROOFSYS,Green roof,469.598533
AZ,COM_ROOFSYS,Bermuda style roof,489.852502
AZ,COM_ROOFSYS,Concrete tiles,434.033681
AZ,COM_ROOFSYS,Slate tile,457.796585
AZ,COM_ROOFSYS,Fabric membrane,456.755202
AZ,COM_ROOFSYS,Solar tile,483.118911
AZ,COM_TODMGPROVISION,Cosmetic damage Fully covered,579.705741
AZ,COM_TODMGPROVISION,Cosmetic damage Mostly covered,585.723745
AZ,COM_TODMGPROVISION,Cosmetic damage Default,592.908975
AZ,COM_TODMGPROVISION,Cosmetic damage Rarely covered,549.193322
AZ,COM_TODMGPROVISION,Cosmetic damage Excluded,546.118111
AZ,COM_TOFLASHING,Compliant with ES1,525.956563
AZ,COM_TOFLASHING,Not compliant with ES1,502.142375
AZ,COM_TREEDENSITY,High tree risk high shielding,310.079922
AZ,COM_TREEDENSITY,Some trees some shielding,304.328601
AZ,COM_TREEDENSITY,No trees no shielding,280.206201
AZ,SFD_Unknown,Unknown,512.363768
AZ,SFD_ARCHITECT,Attached screen,515.398375
AZ,SFD_ARCHITECT,Detached screen,507.805568
AZ,SFD_ARCHITECT,Fences,544.519845
AZ,SFD_ARCHITECT,None,536.47111
AZ,SFD_ARCHITECT,Skylights,590.515492
AZ,SFD_ARCHITECT,Skylights protection,525.905879
AZ,SFD_CLADRATE,10d high wind nail,554.013941
AZ,SFD_CLADRATE,6d any nail,499.483321
AZ,SFD_CLADRATE,8d high wind nail,530.188502
AZ,SFD_CLADRATE,8d minimum nail,521.369301
AZ,SFD_CLADRATE,Batten decking,503.80771
AZ,SFD_CLADRATE,Lumber and groove,484.118902
AZ,SFD_CLADSYS,Vinyl siding,581.180823
AZ,SFD_CLADSYS,EIFS,568.728523
AZ,SFD_CLADSYS,Wood,584.448509
AZ,SFD_CLADSYS,Metal sheathing,592.348158
AZ,SFD_CLADSYS,Impact rated glazing,564.875017
AZ,SFD_CLADSYS,Stucco,553.27963
AZ,SFD_CLADSYS,Brick veneer,510.504929
AZ,SFD_CLADSYS,Concrete block,510.148198
AZ,SFD_CONSTQUALI,Signs of distress,451.362136
AZ,SFD_CONSTQUALI,WH Roof existing,481.804583
AZ,SFD_CONSTQUALI,Wind Roof existing,511.114004
AZ,SFD_CONSTQUALI,Wind Gold existing,513.529026
AZ,SFD_CONSTQUALI,Wind Silver existing,526.210153
AZ,SFD_CONSTQUALI,WH Gold existing,500.337411
AZ,SFD_CONSTQUALI,WH Silver existing,514.867494
AZ,SFD_EXTORN,Extensive ornamentation,593.768877
AZ,SFD_EXTORN,Extensive ornamentation and LPS,614.724668
AZ,SFD_EXTORN,Large signs,525.258378
AZ,SFD_EXTORN,Large signs and LPS,571.022229
AZ,SFD_EXTORN,Lightning protection,624.207984
AZ,SFD_FOUNDSYS,Bolted,599.528985
AZ,SFD_FOUNDSYS,Engineered,516.387726
AZ,SFD_FOUNDSYS,Unbolted,532.25745
AZ,SFD_GARAGING,Attached garage,552.823918
AZ,SFD_GARAGING,Detached garage,485.689169
AZ,SFD_GARAGING,No garage,453.339949
AZ,SFD_MECHGROUND,Generally unprotected,508.483569
AZ,SFD_MECHGROUND,Generally protected,497.655255
AZ,SFD_RESISTOPEN,Pressure small missile rated,556.246225
AZ,SFD_RESISTOPEN,Pressure medium missile rated,580.082141
AZ,SFD_RESISTOPEN,All openings pressure small missile rated,610.943341
AZ,SFD_RESISTOPEN,All openings pressure medium missile rated,527.126815
AZ,SFD_RESISTOPEN,All openings pressure large missile rated,599.359841
AZ,SFD_ROOFAGE,0 to 5 years,281.171138
AZ,SFD_ROOFAGE,6 to 10 years,279.501995
AZ,SFD_ROOFAGE,11 years or more,274.207206
AZ,SFD_ROOFANCH,Clips,301.737655
AZ,SFD_ROOFANCH,Double wraps,297.704461
AZ,SFD_ROOFANCH,Single wraps,297.970275
AZ,SFD_ROOFANCH,Structural,321.481893
AZ,SFD_ROOFANCH,Toenailing no anchorage,270.669586
AZ,SFD_ROOFEQUIP,No equipment present,724.274787
AZ,SFD_ROOFEQUIP,Roof mounted photovoltaic array,684.196512
AZ,SFD_ROOFEQUIP,Roof mounted impact resistant array,733.181203
AZ,SFD_ROOFEQUIP,Roof mounted mechanically attached array,719.721043
AZ,SFD_ROOFGEOM,Complex roof,417.858616
AZ,SFD_ROOFGEOM,Flat roof no parapets,417.998657
AZ,SFD_ROOFGEOM,Flat roof parapets,441.983743
AZ,SFD_ROOFGEOM,Gable roof LE6:12,466.342479
AZ,SFD_ROOFGEOM,Braced gable LE6:12,463.68079
AZ,SFD_ROOFGEOM,Gable roof GT6:12,487.304549
AZ,SFD_ROOFGEOM,Braced gable GT6:12,478.048511
AZ,SFD_ROOFGEOM,Hip roof LE6:12,465.70183
AZ,SFD_ROOFGEOM,Hip roof GT6:12,477.543388
AZ,SFD_ROOFMAINT,Excellent condition,482.949142
AZ,SFD_ROOFMAINT,No deterioration or defects,491.159808
AZ,SFD_ROOFMAINT,Visible defects,498.857498
AZ,SFD_ROOFMAINT,Significant signs of distress,522.045249
AZ,SFD_ROOFSYS,Built up or single ply,666.512399
AZ,SFD_ROOFSYS,Built up with gutters,745.038646
AZ,SFD_ROOFSYS,Built up without gutters,632.432776
AZ,SFD_ROOFSYS,Built up unknown gutters,721.919634
AZ,SFD_ROOFSYS,High wind shingle,743.953532
AZ,SFD_ROOFSYS,High wind shingle plus SWR,694.883809
AZ,SFD_ROOFSYS,Normal shingle,658.755363
AZ,SFD_ROOFSYS,Normal shingle plus SWR,632.893646
AZ,SFD_ROOFSYS,Metal concealed fasteners,669.920241
AZ,SFD_ROOFSYS,Metal exposed fasteners,758.457056
AZ,SFD_ROOFSYS,Metal unknown fasteners,761.037486
AZ,SFD_ROOFSYS,Wood shakes,706.251365
AZ,SFD_ROOFSYS,Concrete roof,660.997068
AZ,SFD_ROOFSYS,Hail class 1,698.813704
AZ,SFD_ROOFSYS,Hail class 2,742.472991
AZ,SFD_ROOFSYS,Hail class 3,687.357287
AZ,SFD_ROOFSYS,Hail class 4,644.790717
AZ,SFD_ROOFSYS,Rubber roof,669.560637
AZ,SFD_ROOFSYS,Green roof,680.891547
AZ,SFD_ROOFSYS,Bermuda style roof,666.574535
AZ,SFD_ROOFSYS,Concrete tiles,696.188164
AZ,SFD_ROOFSYS,Slate tile,681.5049
AZ,SFD_ROOFSYS,Fabric membrane,647.25022
AZ,SFD_ROOFSYS,Solar tile,636.846873
AZ,SFD_TODMGPROVISION,Cosmetic damage Fully covered,582.390569
AZ,SFD_TODMGPROVISION,Cosmetic damage Mostly covered,531.256785
AZ,SFD_TODMGPROVISION,Cosmetic damage Default,530.1201
AZ,SFD_TODMGPROVISION,Cosmetic damage Rarely covered,558.977519
AZ,SFD_TODMGPROVISION,Cosmetic damage Excluded,550.335055
AZ,SFD_TOFLASHING,Compliant with ES1,587.663401
AZ,SFD_TOFLASHING,Not compliant with ES1,550.125685
AZ,SFD_TREEDENSITY,High tree risk high shielding,676.469602
AZ,SFD_TREEDENSITY,Some trees some shielding,594.901122
AZ,SFD_TREEDENSITY,No trees no shielding,614.880616
CA,COM_Unknown,Unknown,515.455731
CA,COM_ARCHITECT,Attached screen,349.777102
CA,COM_ARCHITECT,Detached screen,358.556331
CA,COM_ARCHITECT,Fences,332.473372
CA,COM_ARCHITECT,None,352.811501
CA,COM_ARCHITECT,Skylights,379.447088
CA,COM_ARCHITECT,Skylights protection,362.321326
CA,COM_CLADRATE,10d high wind nail,305.119111
CA,COM_CLADRATE,6d any nail,280.614774
CA,COM_CLADRATE,8d high wind nail,298.240861
CA,COM_CLADRATE,8d minimum nail,322.545819
CA,COM_CLADRATE,Batten decking,277.568617
CA,COM_CLADRATE,Lumber and groove,324.884965
CA,COM_CLADSYS,Vinyl siding,626.449107
CA,COM_CLADSYS,EIFS,619.929489
CA,COM_CLADSYS,Wood,608.598585
CA,COM_CLADSYS,Metal sheathing,624.405988
CA,COM_CLADSYS,Impact rated glazing,618.815423
CA,COM_CLADSYS,Stucco,574.674798
CA,COM_CLADSYS,Brick veneer,551.623179
CA,COM_CLADSYS,Concrete block,655.436429
CA,COM_CONSTQUALI,Signs of distress,447.113147
CA,COM_CONSTQUALI,WH Roof existing,404.017732
CA,COM_CONSTQUALI,Wind Roof existing,441.650567
CA,COM_CONSTQUALI,Wind Gold existing,416.508141
CA,COM_CONSTQUALI,Wind Silver existing,472.092441
CA,COM_CONSTQUALI,WH Gold existing,394.332619
CA,COM_CONSTQUALI,WH Silver existing,414.188822
CA,COM_EXTORN,Extensive ornamentation,346.052007
CA,COM_EXTORN,Extensive ornamentation and LPS,374.744811
CA,COM_EXTORN,Large signs,393.770754
CA,COM_EXTORN,Large signs and LPS,373.937058
CA,COM_EXTORN,Lightning protection,358.829835
CA,COM_FOUNDSYS,Bolted,608.17698
CA,COM_FOUNDSYS,Engineered,515.686941
CA,COM_FOUNDSYS,Unbolted,510.66016
CA,COM_GARAGING,Attached garage,512.764513
CA,COM_GARAGING,Detached garage,472.978783
CA,COM_GARAGING,No garage,535.983621
CA,COM_MECHGROUND,Generally unprotected,254.765664
CA,COM_MECHGROUND,Generally protected,237.486813
CA,COM_RESISTOPEN,Pressure small missile rated,418.533002
CA,COM_RESISTOPEN,Pressure medium missile rated,454.218692
CA,COM_RESISTOPEN,All openings pressure small missile rated,457.878561
CA,COM_RESISTOPEN,All openings pressure medium missile rated,420.926864
CA,COM_RESISTOPEN,All openings pressure large missile rated,423.568435
CA,COM_ROOFAGE,0 to 5 years,690.258523
CA,COM_ROOFAGE,6 to 10 years,736.06085
CA,COM_ROOFAGE,11 years or more,710.326216
CA,COM_ROOFANCH,Clips,272.380626
CA,COM_ROOFANCH,Double wraps,282.792628
CA,COM_ROOFANCH,Single wraps,269.162917
CA,COM_ROOFANCH,Structural,241.650248
CA,COM_ROOFANCH,Toenailing no anchorage,284.332097
CA,COM_ROOFEQUIP,No equipment present,328.674612
CA,COM_ROOFEQUIP,Roof mounted photovoltaic array,370.867149
CA,COM_ROOFEQUIP,Roof mounted impact resistant array,384.814028
CA,COM_ROOFEQUIP,Roof mounted mechanically attached array,347.919536
CA,COM_ROOFGEOM,Complex roof,429.818988
CA,COM_ROOFGEOM,Flat roof no parapets,426.518614
CA,COM_ROOFGEOM,Flat roof parapets,457.474098
CA,COM_ROOFGEOM,Gable roof LE6:12,474.722734
CA,COM_ROOFGEOM,Braced gable LE6:12,466.861645
CA,COM_ROOFGEOM,Gable roof GT6:12,455.746348
CA,COM_ROOFGEOM,Braced gable GT6:12,479.672888
CA,COM_ROOFGEOM,Hip roof LE6:12,474.950012
CA,COM_ROOFGEOM,Hip roof GT6:12,408.202792
CA,COM_ROOFMAINT,Excellent condition,242.843412
CA,COM_ROOFMAINT,No deterioration or defects,282.705937
CA,COM_ROOFMAINT,Visible defects,289.41866
CA,COM_ROOFMAINT,Significant signs of distress,269.082411
CA,COM_ROOFSYS,Built up or single ply,462.888118
CA,COM_ROOFSYS,Built up with gutters,470.606083
CA,COM_ROOFSYS,Built up without gutters,456.309491
CA,COM_ROOFSYS,Built up unknown gutters,479.204208
CA,COM_ROOFSYS,High wind shingle,492.007725
CA,COM_ROOFSYS,High wind shingle plus SWR,484.460309
CA,COM_ROOFSYS,Normal shingle,416.255595
CA,COM_ROOFSYS,Normal shingle plus SWR,410.106093
CA,COM_ROOFSYS,Metal concealed fasteners,414.504297
CA,COM_ROOFSYS,Metal exposed fasteners,488.656678
CA,COM_ROOFSYS,Metal unknown fasteners,462.221799
CA,COM_ROOFSYS,Wood shakes,438.328509
CA,COM_ROOFSYS,Concrete roof,497.116277
CA,COM_ROOFSYS,Hail class 1,463.582956
CA,COM_ROOFSYS,Hail class 2,458.139235
CA,COM_ROOFSYS,Hail class 3,444.710986
CA,COM_ROOFSYS,Hail class 4,438.848497
CA,COM_ROOFSYS,Rubber roof,483.359602
CA,COM_ROOFSYS,Green roof,413.568323
CA,COM_ROOFSYS,Bermuda style roof,442.872207
CA,COM_ROOFSYS,Concrete tiles,487.749469
CA,COM_ROOFSYS,Slate tile,473.303424
CA,COM_ROOFSYS,Fabric membrane,472.077803
CA,COM_ROOFSYS,Solar tile,441.440113
CA,COM_TODMGPROVISION,Cosmetic damage Fully covered,527.562683
CA,COM_TODMGPROVISION,Cosmetic damage Mostly covered,601.247832
CA,COM_TODMGPROVISION,Cosmetic damage Default,612.84416
CA,COM_TODMGPROVISION,Cosmetic damage Rarely covered,535.168227
CA,COM_TODMGPROVISION,Cosmetic damage Excluded,599.619994
CA,COM_TOFLASHING,Compliant with ES1,607.163582
CA,COM_TOFLASHING,Not compliant with ES1,518.277226
CA,COM_TREEDENSITY,High tree risk high shielding,348.171013
CA,COM_TREEDENSITY,Some trees some shielding,347.947763
CA,COM_TREEDENSITY,No trees no shielding,293.127282
CA,SFD_Unknown,Unknown,470.600889
CA,SFD_ARCHITECT,Attached screen,516.561586
CA,SFD_ARCHITECT,Detached screen,519.560544
CA,SFD_ARCHITECT,Fences,485.262098
CA,SFD_ARCHITECT,None,492.53992
CA,SFD_ARCHITECT,Skylights,518.278063
CA,SFD_ARCHITECT,Skylights protection,511.558237
CA,SFD_CLADRATE,10d high wind nail,480.375606
CA,SFD_CLADRATE,6d any nail,505.996832
CA,SFD_CLADRATE,8d high wind nail,465.558689
CA,SFD_CLADRATE,8d minimum nail,545.62431
CA,SFD_CLADRATE,Batten decking,454.368627
CA,SFD_CLADRATE,Lumber and groove,487.185713
CA,SFD_CLADSYS,Vinyl siding,530.896003
CA,SFD_CLADSYS,EIFS,470.622914
CA,SFD_CLADSYS,Wood,506.599435
CA,SFD_CLADSYS,Metal sheathing,508.246077
CA,SFD_CLADSYS,Impact rated glazing,516.732789
CA,SFD_CLADSYS,Stucco,510.690862
CA,SFD_CLADSYS,Brick veneer,528.608942
CA,SFD_CLADSYS,Concrete block,478.74462
CA,SFD_CONSTQUALI,Signs of distress,454.890114
CA,SFD_CONSTQUALI,WH Roof existing,452.991147
CA,SFD_CONSTQUALI,Wind Roof existing,414.276111
CA,SFD_CONSTQUALI,Wind Gold existing,472.171112
CA,SFD_CONSTQUALI,Wind Silver existing,446.717898
CA,SFD_CONSTQUALI,WH Gold existing,473.960416
CA,SFD_CONSTQUALI,WH Silver existing,407.923005
CA,SFD_EXTORN,Extensive ornamentation,493.917302
CA,SFD_EXTORN,Extensive ornamentation and LPS,495.309344
CA,SFD_EXTORN,Large signs,532.629181
CA,SFD_EXTORN,Large signs and LPS,564.204175
CA,SFD_EXTORN,Lightning protection,466.742268
CA,SFD_FOUNDSYS,Bolted,504.954306
CA,SFD_FOUNDSYS,Engineered,508.940428
CA,SFD_FOUNDSYS,Unbolted,534.995354
CA,SFD_GARAGING,Attached garage,435.671059
CA,SFD_GARAGING,Detached garage,459.044946
CA,SFD_GARAGING,No garage,446.736241
CA,SFD_MECHGROUND,Generally unprotected,459.928184
CA,SFD_MECHGROUND,Generally protected,463.689772
CA,SFD_RESISTOPEN,Pressure small missile rated,480.561848
CA,SFD_RESISTOPEN,Pressure medium missile rated,494.868088
CA,SFD_RESISTOPEN,All openings pressure small missile rated,531.363552
CA,SFD_RESISTOPEN,All openings pressure medium missile rated,513.346801
CA,SFD_RESISTOPEN,All openings pressure large missile rated,530.663403
CA,SFD_ROOFAGE,0 to 5 years,279.026799
CA,SFD_ROOFAGE,6 to 10 years,265.42766
CA,SFD_ROOFAGE,11 years or more,282.687712
CA,SFD_ROOFANCH,Clips,268.980413
CA,SFD_ROOFANCH,Double wraps,287.025286
CA,SFD_ROOFANCH,Single wraps,262.5885
CA,SFD_ROOFANCH,Structural,301.650959
CA,SFD_ROOFANCH,Toenailing no anchorage,301.330282
CA,SFD_ROOFEQUIP,No equipment present,692.271406
CA,SFD_ROOFEQUIP,Roof mounted photovoltaic array,629.486569
CA,SFD_ROOFEQUIP,Roof mounted impact resistant array,599.324671
CA,SFD_ROOFEQUIP,Roof mounted mechanically attached array,648.538014
CA,SFD_ROOFGEOM,Complex roof,413.904195
CA,SFD_ROOFGEOM,Flat roof no parapets,400.583665
CA,SFD_ROOFGEOM,Flat roof parapets,428.10276
CA,SFD_ROOFGEOM,Gable roof LE6:12,386.394853
CA,SFD_ROOFGEOM,Braced gable LE6:12,450.904848
CA,SFD_ROOFGEOM,Gable roof GT6:12,432.605865
CA,SFD_ROOFGEOM,Braced gable GT6:12,439.59963
CA,SFD_ROOFGEOM,Hip roof LE6:12,424.805366
CA,SFD_ROOFGEOM,Hip roof GT6:12,408.627887
CA,SFD_ROOFMAINT,Excellent condition,470.694485
CA,SFD_ROOFMAINT,No deterioration or defects,452.27017
CA,SFD_ROOFMAINT,Visible defects,435.301333
CA,SFD_ROOFMAINT,Significant signs of distress,472.339641
CA,SFD_ROOFSYS,Built up or single ply,683.557819
CA,SFD_ROOFSYS,Built up with gutters,666.61386
CA,SFD_ROOFSYS,Built up without gutters,641.50087
CA,SFD_ROOFSYS,Built up unknown gutters,680.023953
CA,SFD_ROOFSYS,High wind shingle,636.446597
CA,SFD_ROOFSYS,High wind shingle plus SWR,678.417201
CA,SFD_ROOFSYS,Normal shingle,665.548619
CA,SFD_ROOFSYS,Normal shingle plus SWR,622.867748
CA,SFD_ROOFSYS,Metal concealed fasteners,688.976115
CA,SFD_ROOFSYS,Metal exposed fasteners,679.057704
CA,SFD_ROOFSYS,Metal unknown fasteners,625.417725
CA,SFD_ROOFSYS,Wood shakes,680.611627
CA,SFD_ROOFSYS,Concrete roof,662.766125
CA,SFD_ROOFSYS,Hail class 1,665.570136
CA,SFD_ROOFSYS,Hail class 2,717.436412
CA,SFD_ROOFSYS,Hail class 3,702.140446
CA,SFD_ROOFSYS,Hail class 4,666.801892
CA,SFD_ROOFSYS,Rubber roof,675.461974
CA,SFD_ROOFSYS,Green roof,637.956748
CA,SFD_ROOFSYS,Bermuda style roof,615.546171
CA,SFD_ROOFSYS,Concrete tiles,657.978482
CA,SFD_ROOFSYS,Slate tile,607.10467
CA,SFD_ROOFSYS,Fabric membrane,722.037638
CA,SFD_ROOFSYS,Solar tile,738.868307
CA,SFD_TODMGPROVISION,Cosmetic damage Fully covered,554.308281
CA,SFD_TODMGPROVISION,Cosmetic damage Mostly covered,561.091118
CA,SFD_TODMGPROVISION,Cosmetic damage Default,524.410794
CA,SFD_TODMGPROVISION,Cosmetic damage Rarely covered,526.065676
CA,SFD_TODMGPROVISION,Cosmetic damage Excluded,497.045541
CA,SFD_TOFLASHING,Compliant with ES1,484.844985
CA,SFD_TOFLASHING,Not compliant with ES1,489.427332
CA,SFD_TREEDENSITY,High tree risk high shielding,631.300306
CA,SFD_TREEDENSITY,Some trees some shielding,564.337545
CA,SFD_TREEDENSITY,No trees no shielding,580.431611
CO,COM_Unknown,Unknown,284.974699
CO,COM_ARCHITECT,Attached screen,215.243159
CO,COM_ARCHITECT,Detached screen,208.545031
CO,COM_ARCHITECT,Fences,191.407935
CO,COM_ARCHITECT,None,226.020016
CO,COM_ARCHITECT,Skylights,209.000873
CO,COM_ARCHITECT,Skylights protection,218.350499
CO,COM_CLADRATE,10d high wind nail,182.438901
CO,COM_CLADRATE,6d any nail,179.807656
CO,COM_CLADRATE,8d high wind nail,174.368866
CO,COM_CLADRATE,8d minimum nail,173.988226
CO,COM_CLADRATE,Batten decking,161.860144
CO,COM_CLADRATE,Lumber and groove,153.668804
CO,COM_CLADSYS,Vinyl siding,299.851791
CO,COM_CLADSYS,EIFS,302.130373
CO,COM_CLADSYS,Wood,288.519714
CO,COM_CLADSYS,Metal sheathing,297.641389
CO,COM_CLADSYS,Impact rated glazing,303.441068
CO,COM_CLADSYS,Stucco,324.795066
CO,COM_CLADSYS,Brick veneer,294.692426
CO,COM_CLADSYS,Concrete block,285.039499
CO,COM_CONSTQUALI,Signs of distress,273.283583
CO,COM_CONSTQUALI,WH Roof existing,256.458245
CO,COM_CONSTQUALI,Wind Roof existing,273.252306
CO,COM_CONSTQUALI,Wind Gold existing,235.801997
CO,COM_CONSTQUALI,Wind Silver existing,237.672948
CO,COM_CONSTQUALI,WH Gold existing,238.397959
CO,COM_CONSTQUALI,WH Silver existing,269.776335
CO,COM_EXTORN,Extensive ornamentation,224.120465
CO,COM_EXTORN,Extensive ornamentation and LPS,209.108155
CO,COM_EXTORN,Large signs,195.40322
CO,COM_EXTORN,Large signs and LPS,191.780607
CO,COM_EXTORN,Lightning protection,216.30475
CO,COM_FOUNDSYS,Bolted,281.004244
CO,COM_FOUNDSYS,Engineered,312.410068
CO,COM_FOUNDSYS,Unbolted,319.702593
CO,COM_GARAGING,Attached garage,299.164913
CO,COM_GARAGING,Detached garage,319.055526
CO,COM_GARAGING,No garage,319.823691
CO,COM_MECHGROUND,Generally unprotected,130.032061
CO,COM_MECHGROUND,Generally protected,151.47648
CO,COM_RESISTOPEN,Pressure small missile rated,233.388285
CO,COM_RESISTOPEN,Pressure medium missile rated,228.993384
CO,COM_RESISTOPEN,All openings pressure small missile rated,226.377872
CO,COM_RESISTOPEN,All openings pressure medium missile rated,234.847494
CO,COM_RESISTOPEN,All openings pressure large missile rated,259.466876
CO,COM_ROOFAGE,0 to 5 years,413.277323
CO,COM_ROOFAGE,6 to 10 years,383.403352
CO,COM_ROOFAGE,11 years or more,382.638618
CO,COM_ROOFANCH,Clips,131.92992
CO,COM_ROOFANCH,Double wraps,127.129981
CO,COM_ROOFANCH,Single wraps,124.927472
CO,COM_ROOFANCH,Structural,148.856731
CO,COM_ROOFANCH,Toenailing no anchorage,138.914083
CO,COM_ROOFEQUIP,No equipment present,203.436333
CO,COM_ROOFEQUIP,Roof mounted photovoltaic array,202.450709
CO,COM_ROOFEQUIP,Roof mounted impact resistant array,213.674357
CO,COM_ROOFEQUIP,Roof mounted mechanically attached array,208.986776
CO,COM_ROOFGEOM,Complex roof,275.804348
CO,COM_ROOFGEOM,Flat roof no parapets,277.448984
CO,COM_ROOFGEOM,Flat roof parapets,257.850571
CO,COM_ROOFGEOM,Gable roof LE6:12,252.916268
CO,COM_ROOFGEOM,Braced gable LE6:12,265.787768
CO,COM_ROOFGEOM,Gable roof GT6:12,251.41799
CO,COM_ROOFGEOM,Braced gable GT6:12,281.64027
CO,COM_ROOFGEOM,Hip roof LE6:12,259.115218
CO,COM_ROOFGEOM,Hip roof GT6:12,241.539373
CO,COM_ROOFMAINT,Excellent condition,132.118853
CO,COM_ROOFMAINT,No deterioration or defects,137.396721
CO,COM_ROOFMAINT,Visible defects,143.559685
CO,COM_ROOFMAINT,Significant signs of distress,143.636329
CO,COM_ROOFSYS,Built up or single ply,241.926839
CO,COM_ROOFSYS,Built up with gutters,282.38337
CO,COM_ROOFSYS,Built up without gutters,265.927372
CO,COM_ROOFSYS,Built up unknown gutters,273.775734
CO,COM_ROOFSYS,High wind shingle,282.607495
CO,COM_ROOFSYS,High wind shingle plus SWR,262.258472
CO,COM_ROOFSYS,Normal shingle,254.081788
CO,COM_ROOFSYS,Normal shingle plus SWR,238.114492
CO,COM_ROOFSYS,Metal concealed fasteners,279.23929
CO,COM_ROOFSYS,Metal exposed fasteners,261.301276
CO,COM_ROOFSYS,Metal unknown fasteners,245.634226
CO,COM_ROOFSYS,Wood shakes,254.283338
CO,COM_ROOFSYS,Concrete roof,245.496934
CO,COM_ROOFSYS,Hail class 1,258.63265
CO,COM_ROOFSYS,Hail class 2,247.277222
CO,COM_ROOFSYS,Hail class 3,240.872376
CO,COM_ROOFSYS,Hail class 4,238.461865
CO,COM_ROOFSYS,Rubber roof,270.718747
CO,COM_ROOFSYS,Green roof,249.647795
CO,COM_ROOFSYS,Bermuda style roof,242.474588
CO,COM_ROOFSYS,Concrete tiles,285.396424
CO,COM_ROOFSYS,Slate tile,256.091486
CO,COM_ROOFSYS,Fabric membrane,255.637739
CO,COM_ROOFSYS,Solar tile,268.50577
CO,COM_TODMGPROVISION,Cosmetic damage Fully covered,297.795557
CO,COM_TODMGPROVISION,Cosmetic damage Mostly covered,318.715141
CO,COM_TODMGPROVISION,Cosmetic damage Default,329.577949
CO,COM_TODMGPROVISION,Cosmetic damage Rarely covered,309.197068
CO,COM_TODMGPROVISION,Cosmetic damage Excluded,290.051135
CO,COM_TOFLASHING,Compliant with ES1,281.154198
CO,COM_TOFLASHING,Not compliant with ES1,294.14539
CO,COM_TREEDENSITY,High tree risk high shielding,181.442886
CO,COM_TREEDENSITY,Some trees some shielding,179.194642
CO,COM_TREEDENSITY,No trees no shielding,156.71962
CO,SFD_Unknown,Unknown,604.812368
CO,SFD_ARCHITECT,Attached screen,677.449614
CO,SFD_ARCHITECT,Detached screen,664.581289
CO,SFD_ARCHITECT,Fences,603.212529
CO,SFD_ARCHITECT,None,659.468062
CO,SFD_ARCHITECT,Skylights,645.683147
CO,SFD_ARCHITECT,Skylights protection,687.00593
CO,SFD_CLADRATE,10d high wind nail,599.043745
